PropertyName,MedianSale,MeanSale,StdSale,NSale,EOLSale,MOLSale,MedianRental,MeanRental,StdRental,NRental,EOLRent,MOLRent,NNaN,%toBreakEven,URL
Ixora Apartment (Jalan Tun Razak),320000.0,333588.17647058825,31071.216890982967,17,1.0,2.0,1600.0,1525.8620689655172,232.90544538990733,29,0.0,0.0,0,123.76237623762377,https://www.propertyguru.com.my/condo/ixora-apartment-jalan-tun-razak-1742
Menara Polo,530000.0,540452.380952381,83468.32943183054,42,4.0,4.0,1675.0,1746.875,437.84584544677364,16,0.0,0.0,0,78.22716233887539,https://www.propertyguru.com.my/condo/menara-polo-1744
Casa Idaman,396500.0,394940.7894736842,47293.45447542225,76,0.0,0.0,1400.0,1388.3333333333333,127.59528030282137,30,0.0,0.0,0,87.39839936074314,https://www.propertyguru.com.my/condo/casa-idaman-1755
Bangunan Choo Cheng Khay,550000.0,794749.875,608763.5059590952,8,1.0,0.0,1580.0,1619.923076923077,53.80943803183393,13,0.0,0.0,0,71.10711071107112,https://www.propertyguru.com.my/condo/bangunan-choo-cheng-khay-1740
Sri Mutiara,338000.0,337937.5,28649.757307000003,16,0.0,0.0,1249.5,1233.1666666666667,110.45423889054186,6,0.0,0.0,0,91.5036030230242,https://www.propertyguru.com.my/condo/sri-mutiara-1749
Desa Pandan Delima Block J Apartment,320000.0,326600.0,27093.17257170153,10,0.0,0.0,1200.0,1270.0,282.1347195933177,5,5.0,0.0,0,92.82178217821782,https://www.propertyguru.com.my/condo/desa-pandan-delima-block-j-apartment-1743
Sri Jati II (OKR),450000.0,452440.0,47989.23212555083,50,0.0,0.0,1400.0,1473.2666666666667,269.4786241780392,15,0.0,1.0,0,77.00770077007701,https://www.propertyguru.com.my/condo/sri-jati-ii-okr-1758
Pangsapuri Tulin,295000.0,284583.3333333333,20459.139495318195,12,0.0,0.0,1200.0,1133.3333333333333,94.28090415820634,6,0.0,0.0,0,100.68803490518545,https://www.propertyguru.com.my/condo/pangsapuri-tulin-1759
"Bennington Residences @ SkyArena, Setapak",502200.0,582828.547008547,146442.12070539076,118,0.0,0.0,2200.0,2226.108280254777,395.140732482073,157,6.0,3.0,1,108.433782446345,https://www.propertyguru.com.my/condo/bennington-residences-skyarena-setapak-7499
Vista Angkasa,375000.0,358095.2380952381,76313.20472512934,21,0.0,0.0,1700.0,1734.3846153846155,262.93243895651466,13,0.0,0.0,0,112.21122112211219,https://www.propertyguru.com.my/condo/vista-angkasa-1856
Bukit Desa Condominium,690000.0,1027777.7777777778,418191.2847218172,9,0.0,0.0,4000.0,4000.0,2000.0,2,2.0,0.0,0,143.49261013057827,https://www.propertyguru.com.my/condo/bukit-desa-condominium-1857
28 Mont Kiara,2100000.0,2206333.3333333335,653575.00808074,174,4.0,4.0,8000.0,8488.461538461539,2016.4614709697098,156,3.0,5.0,0,94.29514380009428,https://www.propertyguru.com.my/condo/28-mont-kiara-1878
9 Madge,3647250.0,3327347.8571428573,707492.3972199133,28,0.0,0.0,9000.0,9578.57142857143,1294.0405002651696,14,0.0,0.0,0,61.07951942634116,https://www.propertyguru.com.my/condo/9-madge-1881
231 TR,600000.0,595892.3076923077,101690.04536061427,65,0.0,0.0,1800.0,1767.8659793814434,230.22372036763957,97,0.0,2.0,0,74.25742574257426,https://www.propertyguru.com.my/condo/231-tr-1877
11 Mont Kiara,2944310.0,3204733.695652174,843773.0790549029,138,4.0,13.0,10000.0,10091.666666666666,1976.7924355716596,144,0.0,5.0,0,84.06884888997679,https://www.propertyguru.com.my/condo/11-mont-kiara-1874
Ampersand,2520000.0,2880495.0,808038.0779239305,32,1.0,0.0,7000.0,8166.666666666667,2560.3819159562026,15,0.0,0.0,0,68.75687568756875,https://www.propertyguru.com.my/condo/ampersand-1884
20trees (The Apartment),1100000.0,1165638.2978723405,254797.99470902642,47,7.0,2.0,3200.0,3133.3333333333335,94.28090415820634,3,0.0,0.0,0,72.007200720072,https://www.propertyguru.com.my/condo/20trees-the-apartment-1875
Seni Mont Kiara,2100000.0,2640960.227272727,1773914.3906805606,176,9.0,0.0,8500.0,8683.261802575107,1367.5653016240915,233,0.0,2.0,0,100.18859028760018,https://www.propertyguru.com.my/condo/seni-mont-kiara-1890
Brunsfield EmbassyView,1600000.0,2157741.935483871,1371072.0074203755,31,7.0,0.0,4500.0,7085.172839506173,5386.138809831073,81,2.0,10.0,0,69.61633663366337,https://www.propertyguru.com.my/condo/brunsfield-embassyview-1888
Covillea @ Bukit Jalil,930000.0,922507.8095238095,140036.76360007314,21,2.0,0.0,3000.0,2875.4545454545455,475.95575876074935,55,2.0,2.0,0,79.84669434685404,https://www.propertyguru.com.my/condo/covillea-bukit-jalil-1891
Bintang Fairlane,580000.0,688782.5652173914,254470.7970440729,23,1.0,0.0,1800.0,1944.75,403.1691900844276,48,2.0,5.0,0,76.81802663024924,https://www.propertyguru.com.my/condo/bintang-fairlane-1887
First Residence,440000.0,462640.4528301887,98541.51225054919,106,2.0,4.0,1500.0,1476.0681818181818,331.3849311962856,44,2.0,3.0,0,84.38343834383437,https://www.propertyguru.com.my/condo/first-residence-1897
Anggun Residences,1125000.0,1397799.076923077,694252.7473551868,26,1.0,1.0,3000.0,3131.3636363636365,843.6004841508237,44,0.0,0.0,0,66.00660066006601,https://www.propertyguru.com.my/condo/anggun-residences-1903
Icon Residence (Mont Kiara),1200000.0,1400651.1627906978,735070.2508341898,43,3.0,1.0,3200.0,3521.2950819672133,1086.8991740570864,61,1.0,3.0,0,66.00660066006601,https://www.propertyguru.com.my/condo/icon-residence-mont-kiara-1902
M City,643000.0,781705.8411214954,405938.7156773411,214,2.0,17.0,2000.0,2302.371040723982,977.0538121933415,442,24.0,22.0,0,76.99059174968819,https://www.propertyguru.com.my/condo/m-city-1907
K Residence @ Jalan Ampang KLCC,3050000.0,2968717.3913043477,838884.2581082865,46,0.0,1.0,8000.0,8777.857142857143,3132.0022773468927,140,4.0,2.0,0,64.92452523940919,https://www.propertyguru.com.my/condo/k-residence-jalan-ampang-klcc-1904
Endah Promenade,520000.0,526459.4594594594,100658.80141552708,37,1.0,1.0,2000.0,1943.0,305.40838081127936,43,0.0,1.0,0,95.2018278750952,https://www.propertyguru.com.my/condo/endah-promenade-1896
Kiara 9,1650000.0,2084941.7441860465,1224040.394949402,86,10.0,3.0,4500.0,4999.375,2054.0888148702334,80,0.0,5.0,0,67.50675067506751,https://www.propertyguru.com.my/condo/kiara-9-1906
Gallery @ U-Thant,3200000.0,3167222.222222222,268479.3713481655,36,0.0,1.0,10000.0,11305.0,3422.0084258614365,60,17.0,3.0,0,77.35148514851485,https://www.propertyguru.com.my/condo/gallery-u-thant-1899
Panorama Residences @ Sentul,410000.0,419673.89130434784,32702.2762286001,46,0.0,0.0,1400.0,1545.7142857142858,328.27937330690685,35,2.0,0.0,0,84.5206471866699,https://www.propertyguru.com.my/condo/panorama-residences-sentul-1912
The Elements @ Ampang,545000.0,581429.9435028249,175334.2894535718,177,0.0,5.0,1500.0,1802.854794520548,643.3203409710823,365,14.0,46.0,0,68.12607866291216,https://www.propertyguru.com.my/condo/the-elements-ampang-1927
Royal Regent (Sri Putramas 3),680000.0,653432.6241134752,187260.51580522483,141,0.0,1.0,2125.0,2235.1159420289855,646.1969690344656,138,0.0,0.0,0,77.35148514851485,https://www.propertyguru.com.my/condo/royal-regent-sri-putramas-3-1916
The Pearl,3500000.0,3692516.2790697673,2151317.6523616635,43,1.0,1.0,7500.0,8296.160493827161,2641.2362329862244,162,1.0,1.0,0,53.04101838755304,https://www.propertyguru.com.my/condo/the-pearl-1928
Swiss Garden Residences,550000.0,563099.95,52791.062785735805,20,0.0,1.0,1800.0,1935.1851851851852,435.8505551759547,27,1.0,1.0,0,81.008100810081,https://www.propertyguru.com.my/condo/swiss-garden-residences-1924
Sixceylon Condominium,1100000.0,1018688.8888888889,245852.69503164082,45,0.0,0.0,2800.0,2939.0689655172414,779.4000462056483,87,0.0,1.0,0,63.006300630063,https://www.propertyguru.com.my/condo/sixceylon-condominium-1919
Waldorf Tower,815000.0,1159300.0,796820.1867422787,20,0.0,0.0,2300.0,2246.8837209302324,1034.8778988600275,86,1.0,2.0,0,69.85361112798395,https://www.propertyguru.com.my/condo/waldorf-tower-1935
OUG Parklane,340000.0,348417.34825870645,38899.81419666979,201,2.0,12.0,1300.0,1267.8307692307692,260.8511847619558,325,0.0,25.0,0,94.64181712288875,https://www.propertyguru.com.my/condo/oug-parklane-1938
TTDI Plaza Condominium,1300000.0,1467500.0,357307.64055642585,4,0.0,0.0,4200.0,4040.0,233.23807579381202,5,0.0,1.0,0,79.96953541507997,https://www.propertyguru.com.my/condo/ttdi-plaza-condominium-1930
Vue Residences,700000.0,1244074.0740740742,2708022.7709246404,27,3.0,0.0,1900.0,1971.7846153846153,276.43196365931414,65,0.0,0.0,0,67.18528995756718,https://www.propertyguru.com.my/condo/vue-residences-1934
The Capers,740000.0,810417.7258064516,213648.13779339645,124,0.0,2.0,2400.0,2497.2824427480914,557.6870072797908,131,0.0,1.0,0,80.27829810008028,https://www.propertyguru.com.my/condo/the-capers-1943
Taragon Puteri KL,965000.0,1130800.0,646861.468940607,10,2.0,2.0,2299.0,2165.903846153846,475.3152904860336,52,0.0,1.0,0,58.9698866259683,https://www.propertyguru.com.my/condo/taragon-puteri-kl-1925
The Greens @ TTDI,3600000.0,3786153.846153846,1427033.170125717,13,0.0,0.0,7000.0,7317.588235294118,2645.8773938697545,17,0.0,0.0,0,48.12981298129813,https://www.propertyguru.com.my/condo/the-greens-ttdi-1944
Kiaramas Danai,1850000.0,1898581.3953488371,288003.1679863019,43,0.0,0.0,6500.0,6587.692307692308,869.2185159109112,65,0.0,3.0,0,86.96815627508698,https://www.propertyguru.com.my/condo/kiaramas-danai-1972
Gembira Residen (G Residence),698000.0,739404.7261904762,131220.01419493096,84,1.0,1.0,2300.0,2331.818181818182,399.30207707991025,22,0.0,1.0,0,81.56259752049704,https://www.propertyguru.com.my/condo/gembira-residen-g-residence-1971
188 Suites (Fraser Residence),1150000.0,1207553.1914893617,446688.6110656638,47,0.0,0.0,2600.0,2940.6548672566373,827.732650715423,113,0.0,0.0,0,55.962117950925524,https://www.propertyguru.com.my/condo/188-suites-fraser-residence-1982
Rosvilla Condominium,530000.0,584275.8620689656,178680.7780703986,29,2.0,0.0,1700.0,1983.3333333333333,681.7053778739187,6,1.0,0.0,0,79.39473192602279,https://www.propertyguru.com.my/condo/rosvilla-condominium-1975
222 Residency,480000.0,738771.4285714285,688073.3385211736,35,5.0,0.0,1500.0,1553.7692307692307,113.34640834196586,13,0.0,1.0,0,77.35148514851485,https://www.propertyguru.com.my/condo/222-residency-1984
288 Residency,610000.0,770526.3157894737,797238.4816828024,57,2.0,0.0,1800.0,1897.8260869565217,268.44085287709794,23,0.0,0.0,0,73.04009089433534,https://www.propertyguru.com.my/condo/288-residency-1986
8 Petaling,788000.0,839695.6521739131,222763.8513299617,46,2.0,3.0,2500.0,2504.4,388.59727224981907,20,0.0,1.0,0,78.52942654671558,https://www.propertyguru.com.my/condo/8-petaling-1997
Abadi Ria,999000.0,987666.6666666666,163377.54503671004,9,4.0,0.0,4000.0,4000.0,500.0,2,2.0,0.0,0,99.1090100000991,https://www.propertyguru.com.my/condo/abadi-ria-1998
6 CapSquare,1100000.0,1123695.608695652,146526.58416723035,23,0.0,1.0,3299.0,3733.8571428571427,1124.9329413120495,49,8.0,4.0,0,74.23492349234924,https://www.propertyguru.com.my/condo/6-capsquare-1990
Acacia @ The Park Residences,1600000.0,1600000.0,0.0,1,1.0,0.0,4450.0,4450.0,50.0,2,2.0,0.0,0,68.84282178217822,https://www.propertyguru.com.my/condo/acacia-the-park-residences-2000
Amaya Maluri,508000.0,520442.62295081967,86683.43094085228,61,0.0,6.0,1800.0,1816.1176470588234,269.84034110670206,102,1.0,3.0,0,87.70562095579636,https://www.propertyguru.com.my/condo/amaya-maluri-2008
Andalucia,780000.0,870000.0,166569.6687439059,11,0.0,0.0,2500.0,2633.3333333333335,262.46692913372704,3,0.0,0.0,0,79.33485656257935,https://www.propertyguru.com.my/condo/andalucia-2011
Alam Puri,470000.0,497142.85714285716,41991.252733425914,7,0.0,0.0,1400.0,1436.1379310344828,163.35168832454104,29,0.0,0.0,0,73.73077733305246,https://www.propertyguru.com.my/condo/alam-puri-2002
Astana Lumayan (Bdr Tasik Permasuri),520000.0,525466.6666666666,39828.57712190527,30,0.0,3.0,1800.0,1800.0,200.0,2,2.0,0.0,0,85.68164508758568,https://www.propertyguru.com.my/condo/astana-lumayan-bdr-tasik-permasuri-2021
Avelon Tower,320000.0,328478.26086956525,36341.220535624605,23,0.0,0.0,1000.0,1084.090909090909,124.66898319911341,22,0.0,0.0,0,77.35148514851485,https://www.propertyguru.com.my/condo/avelon-tower-2023
Astaka Heights,450000.0,436600.0,37818.51398455523,5,0.0,1.0,1600.0,2550.0,1401.427843308388,5,0.0,0.0,0,88.008800880088,https://www.propertyguru.com.my/condo/astaka-heights-2020
Begonia @ The Park Residences,950000.0,979714.2857142857,128352.98904162056,7,1.0,0.0,5300.0,5180.0,1342.2369388450013,5,0.0,1.0,0,138.09275664408545,https://www.propertyguru.com.my/condo/begonia-the-park-residences-2035
Beverly 2 (Bandar Menjalara),332500.0,330666.6666666667,36704.52590924207,18,0.0,0.0,1100.0,1160.0,156.20499351813308,10,2.0,2.0,0,81.88788803692398,https://www.propertyguru.com.my/condo/beverly-2-bandar-menjalara-2038
Bukit Mas Apartment,480000.0,480000.0,0.0,1,1.0,0.0,1200.0,1200.0,0.0,1,1.0,0.0,0,61.881188118811885,https://www.propertyguru.com.my/condo/bukit-mas-apartment-2042
Casa Residency,657000.0,723548.4375,113753.62493150974,64,1.0,8.0,2200.0,2277.717391304348,483.72221470787383,92,1.0,4.0,0,82.88500082885001,https://www.propertyguru.com.my/condo/casa-residency-2046
Bukit Segambut Apartment,390000.0,421265.8360655738,74978.36114182617,61,4.0,2.0,1500.0,1467.391304347826,161.25101661437128,23,0.0,0.0,0,95.2018278750952,https://www.propertyguru.com.my/condo/bukit-segambut-apartment-2044
Berjaya Times Square,610000.0,763607.8431372549,495129.9721792753,51,1.0,5.0,2600.0,2758.0,614.7649957504087,25,0.0,0.0,0,105.50235351403992,https://www.propertyguru.com.my/condo/berjaya-times-square-2037
Banyan Tree @ Pavilion,2500000.0,2896626.5781990523,1257453.2167074948,211,1.0,4.0,7000.0,7371.09219858156,2337.9405722043057,282,7.0,24.0,0,69.30693069306932,https://www.propertyguru.com.my/condo/banyan-tree-pavilion-2033
Bougainvilla Apartment (Segambut),368000.0,376085.71428571426,39321.656285833444,35,0.0,0.0,1200.0,1271.7391304347825,211.01518951947395,23,1.0,0.0,0,80.71459319845027,https://www.propertyguru.com.my/condo/bougainvilla-apartment-segambut-2041
Kondominium Bistari Lavender,480000.0,518333.3333333333,91863.42519680446,3,0.0,0.0,2100.0,2100.0,0.0,1,1.0,0.0,0,108.29207920792079,https://www.propertyguru.com.my/condo/kondominium-bistari-lavender-2040
Carlton @ Plaza Damas 3,387500.0,412635.8181818182,75248.35072770478,22,1.0,2.0,1375.0,1423.2777777777778,192.74372898158944,36,0.0,2.0,0,87.83136378153945,https://www.propertyguru.com.my/condo/carlton-plaza-damas-3-2045
Chelsea @ Plaza Damas 3,382500.0,413692.3076923077,84415.0775954378,26,2.0,0.0,1500.0,1578.2666666666667,458.8330076279265,60,4.0,0.0,0,97.06853038245,https://www.propertyguru.com.my/condo/chelsea-plaza-damas-3-2054
Platinum Hill PV 6,450000.0,480516.12903225806,97221.02220820946,31,1.0,0.0,1700.0,1744.0,345.34620310639,25,0.0,4.0,0,93.5093509350935,https://www.propertyguru.com.my/condo/platinum-hill-pv-6-2062
Midfields,470000.0,501177.8115942029,129188.78161297778,69,8.0,2.0,1800.0,1828.0291262135922,528.3807735621256,103,5.0,1.0,0,94.79671371392458,https://www.propertyguru.com.my/condo/midfields-2060
Putra Villa,470000.0,600533.3333333334,335019.3758907419,15,2.0,0.0,1600.0,1621.695652173913,156.6184604540903,23,0.0,3.0,0,84.26374552348851,https://www.propertyguru.com.my/condo/putra-villa-2061
Platinum Hill PV 5,430000.0,436764.70588235295,28177.023204699974,34,0.0,0.0,1500.0,1445.7777777777778,123.81215860037312,36,0.0,0.0,0,86.34584388671425,https://www.propertyguru.com.my/condo/platinum-hill-pv-5-2063
Setapak Green,650000.0,672935.064935065,48694.472248841405,77,0.0,0.0,1900.0,1915.909090909091,227.32953835404777,22,0.0,1.0,0,72.35338918507236,https://www.propertyguru.com.my/condo/setapak-green-2064
Cheras Ria Apartment,156500.0,154571.42857142858,10376.582741334214,14,0.0,1.0,600.0,608.6206896551724,39.54256876268867,29,29.0,0.0,0,94.89766868060607,https://www.propertyguru.com.my/condo/cheras-ria-apartment-2056
Cliveden @ Plaza Damas 3,380000.0,401909.0909090909,80132.22543845272,11,1.0,0.0,1325.0,1425.0,196.05483926697653,16,0.0,0.0,0,86.3079729025534,https://www.propertyguru.com.my/condo/cliveden-plaza-damas-3-2055
Desarina Condominium,500000.0,517000.0,25219.04042583698,5,0.0,1.0,1250.0,1250.0,350.0,2,2.0,0.0,0,61.881188118811885,https://www.propertyguru.com.my/condo/desarina-condominium-2067
Diamond Residences @ Setapak,460000.0,468494.7368421053,54985.98360811417,19,1.0,1.0,1650.0,1716.6666666666667,209.4967514996089,3,0.0,0.0,0,88.7860525182953,https://www.propertyguru.com.my/condo/diamond-residences-setapak-2075
Diamond Regency,360000.0,404327.2545454545,144699.8383957404,55,0.0,3.0,1400.0,1400.0,200.0,4,0.0,0.0,0,96.25962596259626,https://www.propertyguru.com.my/condo/diamond-regency-2074
Sky Vista Residensi,680000.0,678766.3333333334,54865.425370106575,39,0.0,1.0,1800.0,1933.3333333333333,257.12081034235854,27,0.0,0.0,0,65.52125800815377,https://www.propertyguru.com.my/condo/sky-vista-residensi-2086
Fahrenheit 88,1100000.0,1141947.3684210526,220228.22460830814,19,0.0,0.0,3000.0,3050.0,601.4350654318673,29,0.0,0.0,0,67.50675067506751,https://www.propertyguru.com.my/condo/fahrenheit-88-2082
Central Residence @ Sg Besi,460000.0,478783.1204819277,93873.67530406975,83,0.0,0.0,1600.0,1581.6831683168316,268.5423406589647,101,1.0,2.0,0,86.09556607834698,https://www.propertyguru.com.my/condo/central-residence-sg-besi-2090
Suasana Bukit Ceylon,1000000.0,1125106.3617021276,704538.5300956488,47,2.0,1.0,3000.0,3201.9523809523807,1669.9882751092202,126,3.0,7.0,0,74.25742574257426,https://www.propertyguru.com.my/condo/suasana-bukit-ceylon-2096
The Z Residence,650000.0,657580.4776119404,69838.19171193354,134,0.0,2.0,1800.0,1850.4160583941605,270.1682536671791,137,0.0,5.0,0,68.54531607006855,https://www.propertyguru.com.my/condo/the-z-residence-2107
Miharja Condominium,335000.0,340565.1956521739,36924.536875385726,46,0.0,2.0,1375.0,1376.53125,221.8301693265312,32,1.0,0.0,0,101.59598049357176,https://www.propertyguru.com.my/condo/miharja-condominium-2092
Best Western Premier Dua Sentral,555000.0,591400.0,139317.7662755185,10,0.0,0.0,1599.0,1671.8258064516128,414.5764437605251,155,3.0,7.0,0,71.31388814557131,https://www.propertyguru.com.my/condo/best-western-premier-dua-sentral-2095
Kiara Residence 2,600000.0,605569.3548387097,82578.43600560715,124,4.0,5.0,2100.0,2030.878787878788,343.97566488764056,99,0.0,0.0,0,86.63366336633663,https://www.propertyguru.com.my/condo/kiara-residence-2-2102
Mirage Residence Luxury Condominium,1049760.0,1259686.2318840579,637580.4126314645,69,3.0,0.0,4200.0,4107.701986754967,786.4405165189183,151,0.0,11.0,0,99.03253699855581,https://www.propertyguru.com.my/condo/mirage-residence-luxury-condominium-2106
Dedaun,2100000.0,2912352.380952381,1643089.8493297687,63,8.0,0.0,8800.0,10336.363636363636,3793.121220715379,11,1.0,0.0,0,103.72465818010373,https://www.propertyguru.com.my/condo/dedaun-2116
Gaya Apartments,354000.0,368033.3333333333,66446.21049306642,30,0.0,0.0,1400.0,1335.2631578947369,144.9634589547758,19,0.0,0.0,0,97.89114504670806,https://www.propertyguru.com.my/condo/gaya-apartments-2121
Residence 8,595000.0,591913.5593220339,45945.76189904536,59,0.0,4.0,1200.0,1330.6543209876543,400.2504512375932,81,0.0,0.0,0,49.92095848240287,https://www.propertyguru.com.my/condo/residence-8-2112
Laman Ceylon,992000.0,1056495.4545454546,273298.62201906665,22,0.0,1.0,2500.0,2744.7428571428572,756.8027991060114,105,0.0,2.0,0,62.38022995847972,https://www.propertyguru.com.my/condo/laman-ceylon-2113
Four Seasons Place,6300000.0,8990533.0625,8582635.948117873,144,6.0,13.0,15000.0,16691.48427672956,7697.8843845682995,159,5.0,7.0,0,58.934464875058936,https://www.propertyguru.com.my/condo/four-seasons-place-2120
Gembira Park,395000.0,420166.6666666667,40769.33760669762,6,0.0,0.0,1475.0,1437.5,81.967981553775,4,0.0,0.0,0,92.43012908885825,https://www.propertyguru.com.my/condo/gembira-park-2122
Golden City Condominium,385000.0,392250.0,70817.9885339876,4,0.0,0.0,1200.0,1200.0,0.0,2,2.0,0.0,0,77.15057220007715,https://www.propertyguru.com.my/condo/golden-city-condominium-2125
Iringan Hijau,3200000.0,3394183.3333333335,650212.8111740147,27,2.0,1.0,8500.0,8050.0,1196.4066569895408,18,0.0,0.0,0,65.74876237623762,https://www.propertyguru.com.my/condo/iringan-hijau-2153
Seri Bukit Ceylon Service Residence,855000.0,1257857.142857143,812730.6579974571,14,3.0,0.0,1900.0,1973.595744680851,1001.2718860375169,47,2.0,0.0,0,55.005500550055004,https://www.propertyguru.com.my/condo/seri-bukit-ceylon-service-residence-2168
Verdana @ North Kiara,1150000.0,1215883.7209302327,357923.67702095537,43,0.0,0.0,3500.0,3808.3333333333335,1013.6224916385564,48,2.0,2.0,0,75.3336203185536,https://www.propertyguru.com.my/condo/verdana-north-kiara-2180
Putra Ria Apartment (Bangsar),249999.5,256249.75,13863.28334802041,4,0.0,0.0,1250.0,1325.0,222.20486043288972,8,1.0,0.0,0,123.76262376287129,https://www.propertyguru.com.my/condo/putra-ria-apartment-bangsar-2249
Savanna 2,1400000.0,1355000.0,126826.65335015349,10,0.0,0.0,4500.0,4575.0,258.602010819715,4,0.0,0.0,0,79.56152758132957,https://www.propertyguru.com.my/condo/savanna-2-2264
Savanna,590000.0,603619.7111111111,48731.776687688754,45,0.0,1.0,2000.0,2075.6666666666665,416.49710835711846,63,1.0,6.0,0,83.90669575432119,https://www.propertyguru.com.my/condo/savanna-2261
Sri Endah Apartment,240000.0,240727.27272727274,57094.96221860386,11,0.0,1.0,1500.0,1500.0,0.0,1,1.0,0.0,0,154.7029702970297,https://www.propertyguru.com.my/condo/sri-endah-apartment-2279
Pudu Impian I,200000.0,199714.2857142857,11912.949565365363,7,1.0,1.0,1100.0,1080.0,153.62291495737216,10,0.0,0.0,0,136.13861386138615,https://www.propertyguru.com.my/condo/pudu-impian-i-2297
One Mont Kiara (1 Mont Kiara),,,,0,,,4250.0,4250.0,1250.0,2,2.0,0.0,0,,https://www.propertyguru.com.my/condo/one-mont-kiara-1-mont-kiara-2303
Iris Apartment (Taman Desa),190000.0,197555.4814814815,21558.410656340948,27,0.0,0.0,850.0,863.3333333333334,90.30811456096045,15,0.0,2.0,0,110.73475768629496,https://www.propertyguru.com.my/condo/iris-apartment-taman-desa-2291
Pangsaria,209000.0,223818.18181818182,26246.448008403942,11,0.0,0.0,1050.0,1050.0,150.0,2,2.0,0.0,0,124.35454071722961,https://www.propertyguru.com.my/condo/pangsaria-2285
Vila Tropika @ Pudu Impian II,360000.0,370000.0,61644.14002968976,3,0.0,0.0,1300.0,1258.3333333333333,116.963907063485,6,6.0,0.0,0,89.38393839383939,https://www.propertyguru.com.my/condo/vila-tropika-pudu-impian-ii-2294
Vistaria Residensi,649000.0,606818.1818181818,96306.1578148451,22,1.0,3.0,1900.0,1907.142857142857,305.2265802745928,7,0.0,0.0,0,72.46487360600467,https://www.propertyguru.com.my/condo/vistaria-residensi-2300
Sri Jati I (OKR),315000.0,316348.83720930235,39716.36867222862,43,1.0,0.0,1200.0,1175.0,129.9038105676658,4,0.0,0.0,0,94.29514380009428,https://www.propertyguru.com.my/condo/sri-jati-i-okr-2348
Bandar Damai Perdana Apartment,284000.0,396333.3333333333,272700.48690010724,6,0.0,0.0,875.0,893.75,258.8284905106082,4,0.0,0.0,0,76.26202761121182,https://www.propertyguru.com.my/condo/bandar-damai-perdana-apartment-2372
Taman Miharja Apartments (LRT Miharja),264500.0,271714.28571428574,22904.860904646954,14,0.0,0.0,1100.0,1057.142857142857,300.50977097089475,7,0.0,1.0,0,102.94035074584963,https://www.propertyguru.com.my/condo/taman-miharja-apartments-lrt-miharja-2417
Desa Pandan Baiduri Block G Apartment,335000.0,354928.5714285714,57188.24090631905,28,0.0,0.0,1300.0,1307.142857142857,189.79043222266318,7,0.0,1.0,0,96.05438155755876,https://www.propertyguru.com.my/condo/desa-pandan-baiduri-block-g-apartment-2408
Sastra U-Thant,3101200.0,3274833.3333333335,1152476.6151881588,60,0.0,0.0,7500.0,8605.882352941177,2705.579693218303,51,5.0,5.0,0,59.861848431715345,https://www.propertyguru.com.my/condo/sastra-u-thant-2426
Jasmin Apartment (Sri Rampai),284000.0,284000.0,5416.02560309064,6,0.0,0.0,1125.0,1125.0,25.0,2,2.0,0.0,0,98.05117835727235,https://www.propertyguru.com.my/condo/jasmin-apartment-sri-rampai-2432
Pangsapuri Segar Ria,165000.0,169180.0,24533.071556574403,20,0.0,1.0,680.0,672.8571428571429,43.33071682315172,7,0.0,1.0,0,102.010201020102,https://www.propertyguru.com.my/condo/pangsapuri-segar-ria-2420
Wickham Manor,910000.0,950000.0,87749.64387392122,4,0.0,0.0,4800.0,4800.0,0.0,1,1.0,0.0,0,130.56250680013056,https://www.propertyguru.com.my/condo/wickham-manor-2423
Sentul Utama Condominium,325000.0,333010.847826087,38656.919226518025,92,0.0,1.0,1200.0,1181.0344827586207,127.58620689655173,29,0.0,0.0,0,91.3937547600914,https://www.propertyguru.com.my/condo/sentul-utama-condominium-2450
Madu Mas Apartment,418000.0,428842.1052631579,30965.62297280943,19,0.0,0.0,1500.0,1560.0,135.64659966250537,5,0.0,1.0,0,88.82467194087829,https://www.propertyguru.com.my/condo/madu-mas-apartment-2438
Dahlia Apartment (Sri Rampai),310000.0,326142.85714285716,32917.33616816773,7,0.0,1.0,,,,0,,,0,,https://www.propertyguru.com.my/condo/dahlia-apartment-sri-rampai-2435
Plaza 393 Condominium,405000.0,424750.0,91967.04572834772,8,1.0,0.0,1500.0,1479.5,165.5919821291313,22,0.0,0.0,0,91.67583425009167,https://www.propertyguru.com.my/condo/plaza-393-condominium-2411
Miharja Apartment (LRT Maluri),262500.0,264500.0,17536.69621923452,14,0.0,2.0,1000.0,759.5454545454545,351.0727362181554,11,0.0,0.0,0,94.29514380009428,https://www.propertyguru.com.my/condo/miharja-apartment-lrt-maluri-2414
Platinum Suites,1200000.0,1313717.391304348,346644.7036478529,46,1.0,5.0,3100.0,3322.222222222222,988.8576774100708,36,0.0,2.0,0,63.94389438943895,https://www.propertyguru.com.my/condo/platinum-suites-2453
Villa Danau,449000.0,436000.0,27517.040175135116,32,0.0,1.0,1375.0,1375.0,25.0,2,2.0,0.0,0,75.8010099450925,https://www.propertyguru.com.my/condo/villa-danau-2456
Menara Orkid,280000.0,288000.0,19399.31270260195,18,0.0,3.0,1200.0,1195.3636363636363,58.35981295887643,11,0.0,3.0,0,106.08203677510608,https://www.propertyguru.com.my/condo/menara-orkid-2447
