PropertyName,MedianSale,MeanSale,StdSale,NSale,EOLSale,MOLSale,MedianRental,MeanRental,StdRental,NRental,EOLRent,MOLRent,NNaN,%toBreakEven,URL
Bangsar Hill Park,880000.0,1075283.0188679246,704349.0605840286,53,1.0,0.0,5000.0,5000.0,0.0,1,1.0,0.0,0,140.63906390639065,https://www.propertyguru.com.my/condo/bangsar-hill-park-16389
Residential Parcel 3,770000.0,770000.0,0.0,1,1.0,0.0,2200.0,2200.0,0.0,1,1.0,0.0,0,70.72135785007072,https://www.propertyguru.com.my/condo/residential-parcel-3-17441
M3 Residency,394944.0,393258.4347826087,63401.64794719187,46,0.0,0.0,1300.0,1318.2926829268292,333.0853727743333,41,6.0,2.0,0,81.47539352865768,https://www.propertyguru.com.my/condo/m3-residency-4673
UNIO Residence,646000.0,666318.1818181818,113927.5632558754,22,0.0,0.0,2200.0,1900.0,512.5101625008685,15,0.0,0.0,0,84.29635533212765,https://www.propertyguru.com.my/condo/unio-residence-9795
Pangsapuri Permai,190000.0,226333.33333333334,70573.05119913376,6,1.0,0.0,900.0,887.5,64.9519052838329,4,0.0,0.0,0,117.24856696195934,https://www.propertyguru.com.my/condo/pangsapuri-permai-16812
Establishment Bangsar (Menara Teguh Bangsar),624000.0,644500.0,63566.89389926175,4,0.0,0.0,1950.0,2076.829268292683,363.435095184353,41,0.0,0.0,0,77.35148514851485,https://www.propertyguru.com.my/condo/establishment-bangsar-menara-teguh-bangsar-15504
Sunway Velocity - Service Apartment,836500.0,841300.0,273973.0096195609,10,4.0,0.0,2500.0,2551.8518518518517,683.8726166691455,27,1.0,1.0,0,73.97631574275181,https://www.propertyguru.com.my/condo/sunway-velocity-service-apartment-14597
United Garden (Taman Lee Yan Lian),2300000.0,2300000.0,0.0,1,1.0,0.0,1000.0,1000.0,0.0,1,1.0,0.0,0,10.761945759793372,https://www.propertyguru.com.my/condo/united-garden-taman-lee-yan-lian-17165
Sri Harmonis Apartment,250000.0,252000.0,4000.0,5,5.0,0.0,800.0,800.0,0.0,1,1.0,0.0,0,79.20792079207921,https://www.propertyguru.com.my/condo/sri-harmonis-apartment-2462
Apartment Pantai Indah Fasa 1,282500.0,295750.0,33078.50510527947,4,0.0,0.0,1000.0,1000.0,0.0,1,1.0,0.0,0,87.61938140716727,https://www.propertyguru.com.my/condo/apartment-pantai-indah-fasa-1-16832
Menara Bintang Goldhill,919000.0,1192833.3333333333,661175.1953067272,12,2.0,0.0,2400.0,2575.609756097561,321.41492657742236,41,1.0,3.0,0,64.64193753434104,https://www.propertyguru.com.my/condo/menara-bintang-goldhill-14682
Bangunan Sri Layang,290000.0,290000.0,0.0,1,1.0,0.0,,,,0,,,0,,https://www.propertyguru.com.my/condo/bangunan-sri-layang-16450
Arte Plus Jalan Ampang,500000.0,3313965.583941606,32729737.485125016,137,1.0,5.0,1600.0,1718.125,359.47123097229786,184,2.0,4.0,0,79.20792079207921,https://www.propertyguru.com.my/condo/arte-plus-jalan-ampang-6650
Arte @ Kuchai Lama,820000.0,797630.0,101354.36892408734,50,0.0,1.0,2700.0,2589.8854166666665,542.815573917446,96,4.0,4.0,0,81.50205264428882,https://www.propertyguru.com.my/condo/arte-kuchai-lama-6959
Pavilion Suites,2470000.0,4526690.063492063,8935681.71302927,126,5.0,0.0,4600.0,5705.698529411765,2384.998448698019,272,11.0,46.0,0,46.09772718162505,https://www.propertyguru.com.my/condo/pavilion-suites-9735
Westside III,1350000.0,1379690.955357143,227971.6037608079,112,0.0,4.0,4000.0,4205.046979865771,857.1843272874596,149,0.0,4.0,0,73.34066740007333,https://www.propertyguru.com.my/condo/westside-iii-9737
The Holmes Bandar Tun Razak,470000.0,470838.6935483871,26059.587046209894,62,0.0,0.0,1599.0,1577.2767857142858,333.74196645819455,112,0.0,7.0,0,84.21108068253635,https://www.propertyguru.com.my/condo/the-holmes-bandar-tun-razak-9596
Casa Green @ Bukit Jalil,530000.0,528981.4166666666,27192.463976435134,60,0.0,1.0,1600.0,1592.9604519774011,412.6341228496605,177,0.0,19.0,0,74.72445357743321,https://www.propertyguru.com.my/condo/casa-green-bukit-jalil-9632
EkoCheras Service Apartment,520000.0,577177.3072625698,151851.2799706201,179,0.0,0.0,2000.0,2122.2190812720846,432.5205541265202,566,3.0,7.0,0,95.2018278750952,https://www.propertyguru.com.my/condo/ekocheras-service-apartment-9662
Parc 3,720000.0,693849.2621359223,176486.9712822116,103,0.0,1.0,2200.0,2246.6768617021276,399.3389292594274,752,2.0,11.0,0,75.63256325632564,https://www.propertyguru.com.my/condo/parc-3-9654
Kenwingston Avenue @ Sungai Besi,468000.0,499893.57446808513,94077.70415103443,47,0.0,0.0,1625.0,1685.8676470588234,292.9523352321894,136,0.0,0.0,0,85.94609460946094,https://www.propertyguru.com.my/condo/kenwingston-avenue-sungai-besi-9657
Residensi Rampai II,480000.0,472250.0,25596.630637644477,4,0.0,0.0,1525.0,1575.5142857142857,181.43615507209952,70,0.0,0.0,0,78.64067656765677,https://www.propertyguru.com.my/condo/residensi-rampai-ii-9686
Residensi Ampang Tengah 6 (‘AT 6’),3573000.0,3848977.777777778,381255.90641043126,45,0.0,0.0,12750.0,12750.0,2250.0,2,2.0,0.0,0,88.32747254574323,https://www.propertyguru.com.my/condo/residensi-ampang-tengah-6-at-6-9697
Residensi Far East @ Kuchai Lama,549999.0,599827.551724138,132595.08463183386,29,0.0,0.0,1850.0,1786.4093959731545,595.6417047593532,298,0.0,34.0,0,83.25847721163274,https://www.propertyguru.com.my/condo/residensi-far-east-kuchai-lama-9702
"Tropicana The Residences, KLCC",2500000.0,3134531.8936170214,2086426.1613153524,47,1.0,5.0,3500.0,4300.574712643678,1622.728195398773,87,0.0,6.0,0,34.65346534653466,https://www.propertyguru.com.my/condo/tropicana-the-residences-klcc-9710
"Ampang Puri, Ampang Hilir",3600000.0,3600000.0,0.0,1,1.0,0.0,4250.0,4250.0,250.0,2,2.0,0.0,0,29.22167216721672,https://www.propertyguru.com.my/condo/ampang-puri-ampang-hilir-8534
"Boulevard Serviced Apartment, Jalan Ipoh",492500.0,490863.63636363635,67098.8385311654,44,0.0,1.0,1300.0,1293.6491228070176,97.0533387854636,57,1.0,3.0,0,65.33648288686737,https://www.propertyguru.com.my/condo/boulevard-serviced-apartment-jalan-ipoh-8561
"8 Kia Peng, KLCC",1523520.0,2104051.8863636362,3184474.7078780956,44,1.0,1.0,3550.0,3634.090909090909,325.222428653335,22,0.0,0.0,0,57.676490711453,https://www.propertyguru.com.my/condo/8-kia-peng-klcc-8525
"Boulevard Business Park, Kuala Lumpur",,,,0,,,1700.0,1700.0,300.0,2,2.0,0.0,0,,https://www.propertyguru.com.my/condo/boulevard-business-park-kuala-lumpur-8558
"Desa Satu, Kepong",149000.0,149635.0701754386,16421.118781318255,57,0.0,3.0,600.0,618.6111111111111,72.34764749986991,36,2.0,1.0,0,99.67439696989834,https://www.propertyguru.com.my/condo/desa-satu-kepong-8621
"Enesta, Kepong",595000.0,656000.0,76173.48620090852,5,0.0,0.0,1224.5,1236.0657894736842,220.24963919716643,76,0.0,0.0,0,50.94017805141859,https://www.propertyguru.com.my/condo/enesta-kepong-8642
"Fortune Court, Kepong",260000.0,288583.3333333333,83444.0514489932,12,1.0,1.0,1100.0,1043.6363636363637,90.17888558281632,11,0.0,1.0,0,104.72201066260472,https://www.propertyguru.com.my/condo/fortune-court-kepong-8657
"Kondo Rakyat, Pantai",205000.0,208333.33333333334,17950.549357115015,9,0.0,1.0,750.0,750.0,0.0,1,1.0,0.0,0,90.55783627143202,https://www.propertyguru.com.my/condo/kondo-rakyat-pantai-8735
"Lexa Residence @ The Quartz, Wangsa Maju",520000.0,528979.0891089109,109420.30005063175,101,1.0,0.0,1900.0,1948.71875,449.11368046606066,96,0.0,3.0,0,90.44173648134044,https://www.propertyguru.com.my/condo/lexa-residence-the-quartz-wangsa-maju-8774
"Meridian 101, Dang Wangi",,,,0,,,1055.0,1145.0,208.62646045025065,4,0.0,0.0,0,,https://www.propertyguru.com.my/condo/meridian-101-dang-wangi-8807
"M Sentral, Titiwangsa",1497000.0,1497000.0,0.0,1,1.0,0.0,,,,0,,,0,,https://www.propertyguru.com.my/condo/m-sentral-titiwangsa-8789
"Mutiara Apartment, Old Klang Road",245000.0,240000.0,19423.509653837722,11,0.0,0.0,900.0,910.0,69.7614984548545,3,0.0,0.0,0,90.92746009294807,https://www.propertyguru.com.my/condo/mutiara-apartment-old-klang-road-8819
"Peninsular Residence, Damansara Heights",296500.0,349333.3333333333,101763.88794110065,6,0.0,1.0,1250.0,1250.0,0.0,1,1.0,0.0,0,104.35276242632695,https://www.propertyguru.com.my/condo/peninsular-residence-damansara-heights-8882
"Pantai Permai, Pantai",225000.0,233000.0,16020.81978759722,6,0.0,0.0,1050.0,1050.0,50.0,2,2.0,0.0,0,115.51155115511551,https://www.propertyguru.com.my/condo/pantai-permai-pantai-8864
"Sky Residence @ Shamelin, Cheras",470000.0,471609.756097561,56807.28141613302,41,0.0,2.0,1700.0,1743.5426829268292,314.2429026035502,164,0.0,3.0,0,89.53022961870656,https://www.propertyguru.com.my/condo/sky-residence-shamelin-cheras-8978
"Taman LTAT, Bukit Jalil",265000.0,265000.0,0.0,2,2.0,0.0,1125.0,1125.0,175.0,2,2.0,0.0,0,105.08126284326546,https://www.propertyguru.com.my/condo/taman-ltat-bukit-jalil-9053
"The Gardens, Mid Valley City",488000.0,531454.5454545454,151725.44799817837,11,0.0,1.0,4368.0,4552.625,1627.001301282516,8,0.0,0.0,0,221.55494237948383,https://www.propertyguru.com.my/condo/the-gardens-mid-valley-city-9092
"The Ruma Residences, KLCC",1840000.0,2283156.117647059,776026.1958302379,34,0.0,0.0,5200.0,6361.2307692307695,2608.9924419457748,65,0.0,0.0,0,69.9526474386569,https://www.propertyguru.com.my/condo/the-ruma-residences-klcc-9110
"UBN Apartment, KLCC",1625000.0,1625000.0,125000.0,2,2.0,0.0,2400.0,3437.5,1566.3951449107597,16,0.0,0.0,0,36.55750190403656,https://www.propertyguru.com.my/condo/ubn-apartment-klcc-9128
"Zen Suites @ ZetaPark, Setapak",335000.0,363956.04395604396,98861.42061213069,91,0.0,4.0,1500.0,1571.9183673469388,455.9025735849887,98,0.0,0.0,0,110.83197872026008,https://www.propertyguru.com.my/condo/zen-suites-zetapark-setapak-9164
"ARIA Luxury Residence, KLCC",1450000.0,1477435.5774058579,388445.01398906345,239,0.0,1.0,4500.0,4952.08356545961,1853.5838534179973,359,0.0,3.0,0,76.81802663024924,https://www.propertyguru.com.my/condo/aria-luxury-residence-klcc-9176
"J.Dupion, Cheras",650000.0,702043.4375,230988.89372560626,48,0.0,3.0,2100.0,2202.4453781512607,408.5302555570753,119,1.0,12.0,0,79.96953541507997,https://www.propertyguru.com.my/condo/j-dupion-cheras-9218
"Section 2, Wangsa Maju",240000.0,246111.11111111112,24355.900240869967,9,0.0,1.0,900.0,911.1111111111111,90.60836905722272,9,0.0,1.0,0,92.82178217821782,https://www.propertyguru.com.my/condo/section-2-wangsa-maju-9242
"Sky Awani Residensi, Sentul",204400.0,204400.0,200600.0,2,2.0,0.0,1300.0,1363.235294117647,146.68334418129282,34,2.0,3.0,0,157.42768014570538,https://www.propertyguru.com.my/condo/sky-awani-residensi-sentul-9245
"Sri Ampang Hilir, Desa Pandan",400000.0,419909.0909090909,56509.781205565,22,0.0,2.0,1700.0,1654.5454545454545,440.2760216121377,11,1.0,2.0,0,105.1980198019802,https://www.propertyguru.com.my/condo/sri-ampang-hilir-desa-pandan-9254
"Sri TTDI, TTDI",950000.0,885714.2857142857,192194.62924391014,7,0.0,0.0,2250.0,2235.714285714286,115.61724325884747,7,0.0,1.0,0,58.62428348097967,https://www.propertyguru.com.my/condo/sri-ttdi-ttdi-9257
"Wangsa 9 Residency, Wangsa Maju",1418692.0,1462206.8095238095,656271.2324733627,84,2.0,0.0,2900.0,3410.185185185185,1108.27608998497,54,0.0,1.0,0,50.59743638352918,https://www.propertyguru.com.my/condo/wangsa-9-residency-wangsa-maju-9287
Platinum Teratai Residence,440000.0,437071.69811320753,17785.391263602563,53,4.0,7.0,1500.0,1467.6842105263158,341.0073780080948,76,1.0,5.0,0,84.38343834383437,https://www.propertyguru.com.my/condo/platinum-teratai-residence-9756
The Nest Residence @ Genting Klang,495000.0,508245.28571428574,118633.522846278,28,7.0,2.0,1600.0,1689.2142857142858,456.5297953930638,28,0.0,1.0,0,80.00800080008001,https://www.propertyguru.com.my/condo/the-nest-residence-genting-klang-9772
GenKL,989000.0,1084040.1090909091,529751.2602157107,55,3.0,1.0,3250.0,2984.0555555555557,844.1605827721244,54,0.0,0.0,0,81.3402877193685,https://www.propertyguru.com.my/condo/genkl-9790
Residensi Sefina Mont Kiara,947700.0,1067810.3448275863,193477.73255967422,58,1.0,1.0,4500.0,4540.515789473684,956.0530470104999,95,0.0,0.0,0,117.53312083345085,https://www.propertyguru.com.my/condo/residensi-sefina-mont-kiara-9800
Kaleidoscope Residensi Setiawangsa,750000.0,762069.1698113207,60976.53708668911,54,0.0,0.0,2800.0,2757.1428571428573,139.97084244475303,7,0.0,2.0,1,92.40924092409242,https://www.propertyguru.com.my/condo/kaleidoscope-residensi-setiawangsa-9801
Adora,1990000.0,1968941.1764705882,480789.6042954921,34,11.0,3.0,4500.0,5240.0,1740.8044117591155,5,0.0,1.0,0,55.97293397681477,https://www.propertyguru.com.my/condo/adora-9818
Residensi Harmoni 2,768000.0,782246.2352941176,100696.43902783163,85,1.0,6.0,2300.0,2402.7090909090907,313.4006249763028,55,2.0,9.0,0,74.12850660066007,https://www.propertyguru.com.my/condo/residensi-harmoni-2-9884
M-Suite @ Bandar Manjalara,370000.0,392800.0,67724.14635859207,10,0.0,0.0,1500.0,1468.8108108108108,178.3434036146448,37,0.0,4.0,0,100.34787262510035,https://www.propertyguru.com.my/condo/m-suite-bandar-manjalara-9949
Aurora Suites @ Bukit Jalil,411500.0,433900.0,55834.48755025875,10,0.0,2.0,1475.0,1466.6666666666667,216.02468994692865,36,0.0,1.0,0,88.72393922259785,https://www.propertyguru.com.my/condo/aurora-suites-bukit-jalil-9954
Taman Daya,468000.0,491766.4,399481.5396210109,15,0.0,0.0,800.0,793.3333333333334,49.21607686744467,3,0.0,0.0,0,42.31192350004231,https://www.propertyguru.com.my/condo/taman-daya-9966
Taman Mulia,1050000.0,1047500.0,189818.99272728217,6,0.0,0.0,1800.0,1800.0,0.0,1,1.0,0.0,0,42.43281471004243,https://www.propertyguru.com.my/condo/taman-mulia-12314
Taman Sri Ehsan Apartment,260000.0,257000.0,19924.858845171275,4,0.0,0.0,900.0,900.0,0.0,1,1.0,0.0,0,85.68164508758568,https://www.propertyguru.com.my/condo/taman-sri-ehsan-apartment-12485
Sri Jinjang Apartment (Pangsapuri Sri Jinjang),330000.0,319959.96,23867.165664116885,25,0.0,0.0,925.0,933.3333333333334,55.27707983925667,6,0.0,0.0,0,69.38193819381938,https://www.propertyguru.com.my/condo/sri-jinjang-apartment-pangsapuri-sri-jinjang-12480
Kampung Datuk Keramat,8200000.0,8320000.0,960000.0,5,5.0,0.0,1300.0,1300.0,0.0,3,3.0,0.0,0,3.924172905095388,https://www.propertyguru.com.my/condo/kampung-datuk-keramat-12722
OG Court Pangsapuri Bukit Awansari,292000.0,321800.0,43589.6776771749,20,0.0,0.0,1300.0,1319.857142857143,69.93962410828473,7,0.0,0.0,0,110.19937610199376,https://www.propertyguru.com.my/condo/og-court-pangsapuri-bukit-awansari-12905
Pinnacle,600000.0,624069.6428571428,69906.63906659176,56,0.0,0.0,2100.0,2070.612121212121,427.13250499437896,165,0.0,5.0,0,86.63366336633663,https://www.propertyguru.com.my/condo/pinnacle-13072
M-Suites @ Embassy Row,567500.0,678133.0,335063.06594835885,14,1.0,0.0,2175.0,2787.5,1301.1413259135227,4,0.0,0.0,0,94.86631482531513,https://www.propertyguru.com.my/condo/m-suites-embassy-row-13173
Damai Residence @ Sungai Besi,505434.0,491236.8,56318.09538824976,20,0.0,0.0,1900.0,1831.5853658536585,320.19818372222613,82,2.0,2.0,0,93.04815855343533,https://www.propertyguru.com.my/condo/damai-residence-sungai-besi-13181
Q SOVO,309500.0,309500.0,10500.0,2,2.0,0.0,1400.0,1400.0,150.0,2,2.0,0.0,0,111.96596234744638,https://www.propertyguru.com.my/condo/q-sovo-13201
pelangi condominium,405000.0,440384.6153846154,97042.05152053211,13,1.0,0.0,1600.0,1660.0,233.23807579381202,5,0.0,1.0,0,97.78755653343111,https://www.propertyguru.com.my/condo/pelangi-condominium-13441
Bukit Prima Pelangi,950000.0,1060818.1818181819,190218.44771535613,11,0.0,0.0,2350.0,2350.0,0.0,1,1.0,0.0,0,61.229807191245435,https://www.propertyguru.com.my/condo/bukit-prima-pelangi-12191
The Lumayan Apartment,360000.0,356956.52173913043,34907.92642126048,23,1.0,0.0,1350.0,1350.0,111.80339887498948,4,0.0,0.0,0,92.82178217821782,https://www.propertyguru.com.my/condo/the-lumayan-apartment-12210
Maxim Citylights,415000.0,415259.74025974027,109618.51234751905,77,1.0,0.0,1374.5,1425.8617021276596,227.42455382435983,94,0.0,0.0,0,81.98139091017535,https://www.propertyguru.com.my/condo/maxim-citylights-12729
Desa Pandan Apartment,300000.0,313500.0,76648.00497512422,18,0.0,4.0,900.0,916.6666666666666,23.570226039551585,3,0.0,0.0,0,74.25742574257426,https://www.propertyguru.com.my/condo/desa-pandan-apartment-13189
Pangsa Murni Titiwangsa,350000.0,350000.0,0.0,1,1.0,0.0,1250.0,1250.0,0.0,1,1.0,0.0,0,88.40169731258841,https://www.propertyguru.com.my/condo/pangsa-murni-titiwangsa-13266
V Residence 3 @ Sunway Velocity,1057000.0,1031360.7840909091,217495.177453508,88,5.0,3.0,2500.0,2601.949438202247,653.5969041954235,178,0.0,1.0,0,58.54417040568768,https://www.propertyguru.com.my/condo/v-residence-3-sunway-velocity-13418
Taman Setapak,668000.0,739237.5172413794,287448.4575402166,29,1.0,2.0,1650.0,1825.0,396.0744879438715,4,0.0,0.0,0,61.140096045532694,https://www.propertyguru.com.my/condo/taman-setapak-13518
Kiara East - DEX Suites,410000.0,443209.3023255814,68120.80860228781,43,0.0,0.0,1600.0,1599.605633802817,123.50827980150915,142,0.0,1.0,0,96.59502535619416,https://www.propertyguru.com.my/condo/kiara-east-dex-suites-13580
Brem Park 2,450000.0,434333.3333333333,70520.7388161426,21,0.0,0.0,1200.0,1282.142857142857,153.072278512406,14,0.0,0.0,0,66.00660066006601,https://www.propertyguru.com.my/condo/brem-park-2-13636
Menara Damansara,415000.0,443333.3333333333,68414.58583924598,6,0.0,0.0,1600.0,1520.0,97.97958971132712,5,0.0,0.0,0,95.43122986997496,https://www.propertyguru.com.my/condo/menara-damansara-13799
Mandarina Court,270000.0,284137.9310344828,58997.79314278952,29,2.0,0.0,1099.5,1124.75,129.76011521264923,4,0.0,0.0,0,100.7975797579758,https://www.propertyguru.com.my/condo/mandarina-court-13801
Astana Square,265000.0,342333.3333333333,110783.0713100557,3,0.0,0.0,900.0,900.0,0.0,1,1.0,0.0,0,84.06501027461236,https://www.propertyguru.com.my/condo/astana-square-14051
Pandan Terrace Apartment (Pandan Perdana),274000.0,424666.6666666667,268121.0340292027,6,0.0,0.0,1000.0,900.0,294.3920288775949,3,0.0,0.0,0,90.337500903375,https://www.propertyguru.com.my/condo/pandan-terrace-apartment-pandan-perdana-14064
Sunway Velocity TWO,668000.0,683870.6052631579,136825.89531889738,114,1.0,2.0,2300.0,2433.3333333333335,476.09522856952333,9,0.0,1.0,0,85.22558842710619,https://www.propertyguru.com.my/condo/sunway-velocity-two-14103
PV9 Residences @ Taman Melati,855000.0,855000.0,325000.0,2,2.0,0.0,1300.0,1300.0,0.0,1,1.0,0.0,0,37.63534248161658,https://www.propertyguru.com.my/condo/pv9-residences-taman-melati-14162
Vista Danau Kota Residensi Wilayah,385000.0,400000.0,102225.24150130436,4,0.0,0.0,1600.0,1557.142857142857,255.550625999976,7,0.0,1.0,0,102.86742960010288,https://www.propertyguru.com.my/condo/vista-danau-kota-residensi-wilayah-14167
UNA Serviced Apartment @ Jalan Peel,893844.0,945562.0,218701.88566827023,14,0.0,0.0,3000.0,3068.7909090909093,570.5604676018859,220,0.0,0.0,0,83.07649404434584,https://www.propertyguru.com.my/condo/una-serviced-apartment-jalan-peel-14175
Infiniti3 Residences @ Wangsa Maju,720000.0,759823.5849056604,190234.64634542077,106,5.0,2.0,2500.0,2507.8039215686276,643.45111244155,51,2.0,0.0,0,85.94609460946094,https://www.propertyguru.com.my/condo/infiniti3-residences-wangsa-maju-14331
3 Towers,555000.0,645757.8947368421,266718.85121897154,19,2.0,3.0,1500.0,1712.9041095890411,653.6991927795578,73,4.0,6.0,0,66.89858175006691,https://www.propertyguru.com.my/condo/3-towers-14344
Sri Lempah,,,,0,,,,,,0,,,0,,https://www.propertyguru.com.my/condo/sri-lempah-14542
Megan Setapak,180000.0,180000.0,0.0,1,1.0,0.0,850.0,850.0,0.0,1,1.0,0.0,0,116.88668866886688,https://www.propertyguru.com.my/condo/megan-setapak-16728
Kapas Heights,5900000.0,5900000.0,0.0,1,1.0,0.0,15000.0,15125.0,1515.5444566227677,8,0.0,0.0,0,62.9300218157409,https://www.propertyguru.com.my/condo/kapas-heights-16668
Aira Residence,5500000.0,5702751.612903226,2732826.169049055,31,0.0,0.0,22000.0,16515.78947368421,7630.600663250204,38,0.0,0.0,0,99.00990099009901,https://www.propertyguru.com.my/condo/aira-residence-15629
12 Kapas,6200000.0,6600000.0,1469693.8456699068,4,0.0,0.0,11000.0,11000.0,0.0,1,1.0,0.0,0,43.915681890769726,https://www.propertyguru.com.my/condo/12-kapas-16394
Cheras Heights Condominium @ Taman Bukit Cheras,630000.0,706600.0,245208.15647119083,10,0.0,0.0,2000.0,2000.0,0.0,2,2.0,0.0,0,78.57928650007858,https://www.propertyguru.com.my/condo/cheras-heights-condominium-taman-bukit-cheras-16064
Taman Kuchai Jaya,371500.0,363250.0,264597.21748348,4,0.0,0.0,,,,0,,,0,,https://www.propertyguru.com.my/condo/taman-kuchai-jaya-10158
Desa Petaling Flat,150000.0,177055.55555555556,56218.04991106032,9,0.0,1.0,750.0,716.6666666666666,47.14045207910317,3,0.0,0.0,0,123.76237623762377,https://www.propertyguru.com.my/condo/desa-petaling-flat-10292
Trinity Lemanja,555555.0,601759.7068273092,79348.44180849513,249,1.0,1.0,1500.0,1518.268817204301,187.0386734654608,186,2.0,7.0,0,66.83175000006683,https://www.propertyguru.com.my/condo/trinity-lemanja-10289
Avara Seputeh,637000.0,672762.1,103753.70600878149,30,2.0,4.0,2500.0,2716.6666666666665,578.5518319236594,6,0.0,0.0,0,97.1447223215257,https://www.propertyguru.com.my/condo/avara-seputeh-10395
Taman Orkid Desa,565000.0,605333.3333333334,302508.2184374868,12,0.0,0.0,650.0,833.3333333333334,259.27248643506744,3,0.0,0.0,0,28.476298957329362,https://www.propertyguru.com.my/condo/taman-orkid-desa-10616
Jalan Berangan,,,,0,,,,,,0,,,0,,https://www.propertyguru.com.my/condo/jalan-berangan-11104
Taman Sri Endah,1181000.0,851083.3333333334,466592.1592306878,12,0.0,0.0,800.0,800.0,0.0,1,1.0,0.0,0,16.76712971889907,https://www.propertyguru.com.my/condo/taman-sri-endah-11106
Legend Height,620000.0,638539.4605263158,69662.23951275651,76,6.0,2.0,1800.0,1812.0344827586207,291.1511614452866,29,0.0,1.0,0,71.86202491216865,https://www.propertyguru.com.my/condo/legend-height-11202
Tuan Residency,480000.0,514772.12258064514,94333.01640542543,155,2.0,0.0,1600.0,1678.1990950226245,397.0426378725259,221,0.0,11.0,0,82.5082508250825,https://www.propertyguru.com.my/condo/tuan-residency-11558
ViiA Residence,1225000.0,1223057.4166666667,465860.2605997601,12,1.0,1.0,3500.0,3669.1304347826085,511.1020747491194,23,0.0,0.0,0,70.72135785007072,https://www.propertyguru.com.my/condo/viia-residence-11584
Angkasa Impian 1,610000.0,571273.2352941176,163928.53881243477,34,8.0,0.0,1900.0,2507.2950819672133,1214.1465375175999,61,0.0,5.0,0,77.09787372179841,https://www.propertyguru.com.my/condo/angkasa-impian-1-11834
Taman Bukit Desa,930000.0,1120000.0,400218.69021823554,8,0.0,1.0,1800.0,2560.0,1015.0862032359616,5,0.0,0.0,0,47.908016608112426,https://www.propertyguru.com.my/condo/taman-bukit-desa-10062
DC Residensi @ Damansara Heights,2550000.0,3560241.814814815,2423179.928735273,54,0.0,6.0,5800.0,7540.0,2850.88457450365,35,0.0,0.0,0,56.299747621821005,https://www.propertyguru.com.my/condo/dc-residensi-damansara-heights-10115
Jalan Loke Yew,300000.0,300000.0,0.0,3,3.0,0.0,,,,0,,,0,,https://www.propertyguru.com.my/condo/jalan-loke-yew-10141
Legasi Kampong Bharu,850000.0,893700.6521739131,231988.73587865138,23,7.0,3.0,2650.0,2654.633333333333,567.0631054437905,150,2.0,2.0,0,77.16948165404776,https://www.propertyguru.com.my/condo/legasi-kampong-bharu-10241
1 Razak Mansion,305000.0,315750.0,28098.413359713628,12,0.0,1.0,1599.0,1359.8,293.7756967483866,5,0.0,0.0,0,129.7678948222691,https://www.propertyguru.com.my/condo/1-razak-mansion-10338
Taman Sungai Besi,240000.0,290857.0,217889.5751974249,7,1.0,0.0,800.0,800.0,0.0,1,1.0,0.0,0,82.5082508250825,https://www.propertyguru.com.my/condo/taman-sungai-besi-10977
Taman Setiawangsa,1050000.0,2072164.8351648352,2671714.5923431376,91,11.0,5.0,2700.0,2700.0,0.0,2,2.0,0.0,0,63.64922206506364,https://www.propertyguru.com.my/condo/taman-setiawangsa-10486
Seksyen 10 Wangsa Maju,267500.0,291950.0,98661.63134673986,8,0.0,0.0,1100.0,966.6666666666666,262.46692913372704,3,0.0,0.0,0,101.7858795225317,https://www.propertyguru.com.my/condo/seksyen-10-wangsa-maju-11216
Residensi Gembira 737,698000.0,698000.0,0.0,1,1.0,0.0,1300.0,1313.2448979591836,309.6905981065648,49,0.0,3.0,0,46.1005985985418,https://www.propertyguru.com.my/condo/residensi-gembira-737-11688
Nidoz Residences @ Desa Petaling,740000.0,755116.0714285715,66309.17108726826,112,0.0,0.0,2800.0,2576.1290322580644,822.3486326815757,155,0.0,18.0,0,93.65801445009366,https://www.propertyguru.com.my/condo/nidoz-residences-desa-petaling-11690
PPR Raya Permai,169000.0,169000.0,0.0,1,1.0,0.0,650.0,650.0,0.0,2,2.0,0.0,0,95.2018278750952,https://www.propertyguru.com.my/condo/ppr-raya-permai-11745
City Gardens Condominium,540000.0,569818.1818181818,113186.74688063742,11,0.0,0.0,2294.0,2268.0,303.4962932228333,16,0.0,0.0,0,105.15218188485515,https://www.propertyguru.com.my/condo/city-gardens-condominium-11788
Residensi Jalan Jubilee,415000.0,415000.0,30000.0,2,2.0,0.0,1600.0,1521.0526315789473,236.559285329346,57,0.0,0.0,0,95.43122986997496,https://www.propertyguru.com.my/condo/residensi-jalan-jubilee-11814
South Brooks,980000.0,998425.6505576208,218483.9493140129,269,0.0,1.0,3000.0,3154.6565934065934,792.7906824237061,364,1.0,16.0,0,75.77288341079006,https://www.propertyguru.com.my/condo/south-brooks-10229
TR Residence,590000.0,663178.5869565217,278392.0511317257,46,5.0,0.0,2100.0,2105.877372262774,367.0383215523762,685,0.0,15.0,0,88.10203054203726,https://www.propertyguru.com.my/condo/tr-residence-10228
Taman Bukit Permai,900000.0,756823.2941176471,456973.77741600736,17,0.0,1.0,550.0,683.3333333333334,188.56180831641268,3,0.0,0.0,0,15.126512651265127,https://www.propertyguru.com.my/condo/taman-bukit-permai-10255
